Bedroom,Ceiling Light Sensor,10/24/2022 16:17:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:17:00,0.009733333333333281,production
Kitchen,Stove Window Sensor,10/24/2022 16:17:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:17:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:17:00,False,production
Hallway,Internal Temperature,10/24/2022 16:17:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:18:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:18:00,0.010733333333333275,production
Kitchen,Stove Window Sensor,10/24/2022 16:18:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:18:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:18:00,False,production
Hallway,Internal Temperature,10/24/2022 16:18:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:19:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:19:00,0.01173333333333327,production
Kitchen,Stove Window Sensor,10/24/2022 16:19:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:19:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:19:00,False,production
Hallway,Internal Temperature,10/24/2022 16:19:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:20:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:20:00,0.012733333333333263,production
Kitchen,Stove Window Sensor,10/24/2022 16:20:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:20:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:20:00,False,production
Hallway,Internal Temperature,10/24/2022 16:20:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:21:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:21:00,0.013733333333333257,production
Kitchen,Stove Window Sensor,10/24/2022 16:21:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:21:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:21:00,False,production
Hallway,Internal Temperature,10/24/2022 16:21:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:22:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:22:00,0.014733333333333251,production
Kitchen,Stove Window Sensor,10/24/2022 16:22:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:22:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:22:00,False,production
Hallway,Internal Temperature,10/24/2022 16:22:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:23:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:23:00,0.015733333333333255,production
Kitchen,Stove Window Sensor,10/24/2022 16:23:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:23:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:23:00,False,production
Hallway,Internal Temperature,10/24/2022 16:23:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:24:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:24:00,0.016733333333333354,production
Kitchen,Stove Window Sensor,10/24/2022 16:24:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:24:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:24:00,False,production
Hallway,Internal Temperature,10/24/2022 16:24:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:25:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:25:00,0.01773333333333345,production
Kitchen,Stove Window Sensor,10/24/2022 16:25:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:25:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:25:00,False,production
Hallway,Internal Temperature,10/24/2022 16:25:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:26:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:26:00,0.01873333333333355,production
Kitchen,Stove Window Sensor,10/24/2022 16:26:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:26:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:26:00,False,production
Hallway,Internal Temperature,10/24/2022 16:26:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:27:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:27:00,0.019733333333333648,production
Kitchen,Stove Window Sensor,10/24/2022 16:27:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:27:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:27:00,False,production
Hallway,Internal Temperature,10/24/2022 16:27:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:28:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:28:00,0.020733333333333746,production
Kitchen,Stove Window Sensor,10/24/2022 16:28:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:28:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:28:00,False,production
Hallway,Internal Temperature,10/24/2022 16:28:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:29:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:29:00,0.021733333333333844,production
Kitchen,Stove Window Sensor,10/24/2022 16:29:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:29:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:29:00,False,production
Hallway,Internal Temperature,10/24/2022 16:29:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:30:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:30:00,0.02273333333333394,production
Kitchen,Stove Window Sensor,10/24/2022 16:30:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:30:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:30:00,False,production
Hallway,Internal Temperature,10/24/2022 16:30:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:31:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:31:00,0.02373333333333404,production
Kitchen,Stove Window Sensor,10/24/2022 16:31:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:31:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:31:00,False,production
Hallway,Internal Temperature,10/24/2022 16:31:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:32:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:32:00,0.024733333333334138,production
Kitchen,Stove Window Sensor,10/24/2022 16:32:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:32:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:32:00,False,production
Hallway,Internal Temperature,10/24/2022 16:32:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:33:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:33:00,0.025733333333334236,production
Kitchen,Stove Window Sensor,10/24/2022 16:33:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:33:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:33:00,False,production
Hallway,Internal Temperature,10/24/2022 16:33:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:34:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:34:00,0.026733333333334334,production
Kitchen,Stove Window Sensor,10/24/2022 16:34:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:34:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:34:00,False,production
Hallway,Internal Temperature,10/24/2022 16:34:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:35:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:35:00,0.027733333333334432,production
Kitchen,Stove Window Sensor,10/24/2022 16:35:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:35:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:35:00,False,production
Hallway,Internal Temperature,10/24/2022 16:35:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:36:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:36:00,0.02873333333333453,production
Kitchen,Stove Window Sensor,10/24/2022 16:36:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:36:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:36:00,False,production
Hallway,Internal Temperature,10/24/2022 16:36:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:37:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:37:00,0.029733333333334628,production
Kitchen,Stove Window Sensor,10/24/2022 16:37:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:37:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:37:00,False,production
Hallway,Internal Temperature,10/24/2022 16:37:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:38:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:38:00,0.030733333333334726,production
Kitchen,Stove Window Sensor,10/24/2022 16:38:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:38:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:38:00,False,production
Hallway,Internal Temperature,10/24/2022 16:38:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:39:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:39:00,0.03173333333333472,production
Kitchen,Stove Window Sensor,10/24/2022 16:39:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:39:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:39:00,False,production
Hallway,Internal Temperature,10/24/2022 16:39:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:40:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:40:00,0.03273333333333461,production
Kitchen,Stove Window Sensor,10/24/2022 16:40:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:40:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:40:00,False,production
Hallway,Internal Temperature,10/24/2022 16:40:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:41:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:41:00,0.0337333333333345,production
Kitchen,Stove Window Sensor,10/24/2022 16:41:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:41:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:41:00,False,production
Hallway,Internal Temperature,10/24/2022 16:41:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:42:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:42:00,0.03473333333333439,production
Kitchen,Stove Window Sensor,10/24/2022 16:42:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:42:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:42:00,False,production
Hallway,Internal Temperature,10/24/2022 16:42:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:43:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:43:00,0.03573333333333428,production
Kitchen,Stove Window Sensor,10/24/2022 16:43:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:43:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:43:00,False,production
Hallway,Internal Temperature,10/24/2022 16:43:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:44:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:44:00,0.03673333333333417,production
Kitchen,Stove Window Sensor,10/24/2022 16:44:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:44:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:44:00,False,production
Hallway,Internal Temperature,10/24/2022 16:44:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:45:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:45:00,0.03773333333333406,production
Kitchen,Stove Window Sensor,10/24/2022 16:45:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:45:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:45:00,False,production
Hallway,Internal Temperature,10/24/2022 16:45:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:46:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:46:00,0.03873333333333395,production
Kitchen,Stove Window Sensor,10/24/2022 16:46:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:46:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:46:00,False,production
Hallway,Internal Temperature,10/24/2022 16:46:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:47:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:47:00,0.03973333333333384,production
Kitchen,Stove Window Sensor,10/24/2022 16:47:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:47:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:47:00,False,production
Hallway,Internal Temperature,10/24/2022 16:47:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:48:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:48:00,0.04073333333333373,production
Kitchen,Stove Window Sensor,10/24/2022 16:48:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:48:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:48:00,False,production
Hallway,Internal Temperature,10/24/2022 16:48:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:49:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:49:00,0.04173333333333362,production
Kitchen,Stove Window Sensor,10/24/2022 16:49:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:49:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:49:00,False,production
Hallway,Internal Temperature,10/24/2022 16:49:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:50:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:50:00,0.04273333333333351,production
Kitchen,Stove Window Sensor,10/24/2022 16:50:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:50:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:50:00,False,production
Hallway,Internal Temperature,10/24/2022 16:50:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:51:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:51:00,0.0437333333333334,production
Kitchen,Stove Window Sensor,10/24/2022 16:51:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:51:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:51:00,False,production
Hallway,Internal Temperature,10/24/2022 16:51:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:52:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:52:00,0.04473333333333329,production
Kitchen,Stove Window Sensor,10/24/2022 16:52:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:52:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:52:00,False,production
Hallway,Internal Temperature,10/24/2022 16:52:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:53:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:53:00,0.04573333333333318,production
Kitchen,Stove Window Sensor,10/24/2022 16:53:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:53:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:53:00,False,production
Hallway,Internal Temperature,10/24/2022 16:53:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:54:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:54:00,0.04673333333333307,production
Kitchen,Stove Window Sensor,10/24/2022 16:54:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:54:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:54:00,False,production
Hallway,Internal Temperature,10/24/2022 16:54:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:55:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:55:00,0.04773333333333296,production
Kitchen,Stove Window Sensor,10/24/2022 16:55:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:55:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:55:00,False,production
Hallway,Internal Temperature,10/24/2022 16:55:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:56:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:56:00,0.04873333333333285,production
Kitchen,Stove Window Sensor,10/24/2022 16:56:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:56:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:56:00,False,production
Hallway,Internal Temperature,10/24/2022 16:56:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:57:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:57:00,0.04973333333333274,production
Kitchen,Stove Window Sensor,10/24/2022 16:57:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:57:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:57:00,False,production
Hallway,Internal Temperature,10/24/2022 16:57:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:58:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:58:00,0.05073333333333263,production
Kitchen,Stove Window Sensor,10/24/2022 16:58:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:58:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:58:00,False,production
Hallway,Internal Temperature,10/24/2022 16:58:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 16:59:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 16:59:00,0.05173333333333252,production
Kitchen,Stove Window Sensor,10/24/2022 16:59:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 16:59:00,False,production
Living Room,Front Door Sensor,10/24/2022 16:59:00,False,production
Hallway,Internal Temperature,10/24/2022 16:59:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 17:00:00,False,production
Bedroom,Ceiling Light Power Usage,10/24/2022 17:00:00,0.05273333333333241,production
Kitchen,Stove Window Sensor,10/24/2022 17:00:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 17:00:00,False,production
Living Room,Front Door Sensor,10/24/2022 17:00:00,False,production
Hallway,Internal Temperature,10/24/2022 17:00:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 17:00:00,True,production
Bedroom,Ceiling Light Power Usage,10/24/2022 17:00:00,0.05273333333333241,production
Bedroom,Ceiling Light Sensor,10/24/2022 17:01:00,True,production
Bedroom,Ceiling Light Power Usage,10/24/2022 17:01:00,0.0537333333333323,production
Kitchen,Stove Window Sensor,10/24/2022 17:01:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 17:01:00,False,production
Living Room,Front Door Sensor,10/24/2022 17:01:00,False,production
Hallway,Internal Temperature,10/24/2022 17:01:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 17:02:00,True,production
Bedroom,Ceiling Light Power Usage,10/24/2022 17:02:00,0.05473333333333219,production
Kitchen,Stove Window Sensor,10/24/2022 17:02:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 17:02:00,False,production
Living Room,Front Door Sensor,10/24/2022 17:02:00,False,production
Hallway,Internal Temperature,10/24/2022 17:02:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 17:03:00,True,production
Bedroom,Ceiling Light Power Usage,10/24/2022 17:03:00,0.05573333333333208,production
Kitchen,Stove Window Sensor,10/24/2022 17:03:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 17:03:00,False,production
Living Room,Front Door Sensor,10/24/2022 17:03:00,False,production
Hallway,Internal Temperature,10/24/2022 17:03:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 17:04:00,True,production
Bedroom,Ceiling Light Power Usage,10/24/2022 17:04:00,0.05673333333333197,production
Kitchen,Stove Window Sensor,10/24/2022 17:04:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 17:04:00,False,production
Living Room,Front Door Sensor,10/24/2022 17:04:00,False,production
Hallway,Internal Temperature,10/24/2022 17:04:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 17:05:00,True,production
Bedroom,Ceiling Light Power Usage,10/24/2022 17:05:00,0.05773333333333186,production
Kitchen,Stove Window Sensor,10/24/2022 17:05:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 17:05:00,False,production
Living Room,Front Door Sensor,10/24/2022 17:05:00,False,production
Hallway,Internal Temperature,10/24/2022 17:05:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 17:06:00,True,production
Bedroom,Ceiling Light Power Usage,10/24/2022 17:06:00,0.05873333333333175,production
Kitchen,Stove Window Sensor,10/24/2022 17:06:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 17:06:00,False,production
Living Room,Front Door Sensor,10/24/2022 17:06:00,False,production
Hallway,Internal Temperature,10/24/2022 17:06:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 17:07:00,True,production
Bedroom,Ceiling Light Power Usage,10/24/2022 17:07:00,0.05973333333333164,production
Kitchen,Stove Window Sensor,10/24/2022 17:07:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 17:07:00,False,production
Living Room,Front Door Sensor,10/24/2022 17:07:00,False,production
Hallway,Internal Temperature,10/24/2022 17:07:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 17:08:00,True,production
Bedroom,Ceiling Light Power Usage,10/24/2022 17:08:00,0.06073333333333153,production
Kitchen,Stove Window Sensor,10/24/2022 17:08:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 17:08:00,False,production
Living Room,Front Door Sensor,10/24/2022 17:08:00,False,production
Hallway,Internal Temperature,10/24/2022 17:08:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 17:09:00,True,production
Bedroom,Ceiling Light Power Usage,10/24/2022 17:09:00,0.06173333333333142,production
Kitchen,Stove Window Sensor,10/24/2022 17:09:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 17:09:00,False,production
Living Room,Front Door Sensor,10/24/2022 17:09:00,False,production
Hallway,Internal Temperature,10/24/2022 17:09:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 17:10:00,True,production
Bedroom,Ceiling Light Power Usage,10/24/2022 17:10:00,0.06273333333333131,production
Kitchen,Stove Window Sensor,10/24/2022 17:10:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 17:10:00,False,production
Living Room,Front Door Sensor,10/24/2022 17:10:00,False,production
Hallway,Internal Temperature,10/24/2022 17:10:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 17:11:00,True,production
Bedroom,Ceiling Light Power Usage,10/24/2022 17:11:00,0.0637333333333312,production
Kitchen,Stove Window Sensor,10/24/2022 17:11:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 17:11:00,False,production
Living Room,Front Door Sensor,10/24/2022 17:11:00,False,production
Hallway,Internal Temperature,10/24/2022 17:11:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 17:12:00,True,production
Bedroom,Ceiling Light Power Usage,10/24/2022 17:12:00,0.06473333333333109,production
Kitchen,Stove Window Sensor,10/24/2022 17:12:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 17:12:00,False,production
Living Room,Front Door Sensor,10/24/2022 17:12:00,False,production
Hallway,Internal Temperature,10/24/2022 17:12:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 17:13:00,True,production
Bedroom,Ceiling Light Power Usage,10/24/2022 17:13:00,0.06573333333333098,production
Kitchen,Stove Window Sensor,10/24/2022 17:13:00,False,production
Kitchen,Sink Window Sensor,10/24/2022 17:13:00,False,production
Living Room,Front Door Sensor,10/24/2022 17:13:00,False,production
Hallway,Internal Temperature,10/24/2022 17:13:00,70.0,production
Bedroom,Ceiling Light Sensor,10/24/2022 17:14:00,True,production
